trip_id,trip_property_id,value
54817065-BUS12023-hbc13wk1-Weekday-02,trip_type,supplemental
54817067-BUS12023-hbc13wk1-Weekday-02,note,Does not run during school vacation
54817067-BUS12023-hbc13wk1-Weekday-02,trip_type,supplemental
54817383-BUS12023-hbc13wk1-Weekday-02,note,Does not run during school vacation
54817383-BUS12023-hbc13wk1-Weekday-02,trip_type,supplemental
54832091-BUS12023-hba13011-Weekday-02,note,Does not run during school vacation
54832091-BUS12023-hba13011-Weekday-02,trip_type,supplemental
54832092-BUS12023-hba13011-Weekday-02,note,Does not run during school vacation
54832092-BUS12023-hba13011-Weekday-02,trip_type,supplemental
54832093-BUS12023-hba13011-Weekday-02,note,Does not run during school vacation
54832093-BUS12023-hba13011-Weekday-02,trip_type,supplemental
54832094-BUS12023-hba13011-Weekday-02,note,Does not run during school vacation
54832094-BUS12023-hba13011-Weekday-02,trip_type,supplemental
54832095-BUS12023-hba13011-Weekday-02,note,Does not run during school vacation
54832095-BUS12023-hba13011-Weekday-02,trip_type,supplemental
54832096-BUS12023-hba13011-Weekday-02,note,Does not run during school vacation
54832096-BUS12023-hba13011-Weekday-02,trip_type,supplemental
54832097-BUS12023-hba13011-Weekday-02,note,Does not run during school vacation
54832097-BUS12023-hba13011-Weekday-02,trip_type,supplemental
54832122-BUS12023-hba13011-Weekday-02,note,Does not run during school vacation
54832122-BUS12023-hba13011-Weekday-02,trip_type,supplemental
54832356-BUS12023-hba13011-Weekday-02,note,Does not run during school vacation
54832356-BUS12023-hba13011-Weekday-02,trip_type,supplemental
54832437-BUS12023-hba13011-Weekday-02,note,Does not run during school vacation
54832437-BUS12023-hba13011-Weekday-02,trip_type,supplemental
54832438-BUS12023-hba13011-Weekday-02,note,Does not run during school vacation
54832438-BUS12023-hba13011-Weekday-02,trip_type,supplemental
54869488-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869488-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869489-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869489-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869490-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869490-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869491-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869491-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869492-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869492-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869493-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869493-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869494-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869494-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869495-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869495-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869496-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869496-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869497-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869497-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869498-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869498-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869499-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869499-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869500-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869500-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869501-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869501-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869502-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869502-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869503-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869503-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869504-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869504-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869505-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869505-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54869506-BUS12023-hba13l31-Saturday-02,note,Does not run during school vacation
54869506-BUS12023-hba13l31-Saturday-02,trip_type,supplemental
54905632-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905632-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905633-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905633-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905634-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905634-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905635-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905635-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905636-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905636-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905637-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905637-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905638-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905638-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905639-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905639-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905640-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905640-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905641-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905641-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905642-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905642-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905643-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905643-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905644-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905644-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905645-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905645-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905646-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905646-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905647-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905647-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905648-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905648-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905649-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905649-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905650-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905650-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905651-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905651-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905652-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905652-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905653-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905653-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905654-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905654-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905655-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905655-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905656-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905656-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905657-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905657-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905658-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905658-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905659-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905659-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905660-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905660-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905661-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905661-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905662-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905662-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905663-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905663-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905664-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905664-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905665-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905665-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905666-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905666-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905667-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905667-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905668-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905668-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905669-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905669-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905670-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905670-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905671-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905671-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905672-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905672-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905673-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905673-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905674-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905674-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905675-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905675-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54905676-BUS12023-hbc13l31-Saturday-02,note,Does not run during school vacation
54905676-BUS12023-hbc13l31-Saturday-02,trip_type,supplemental
54918994-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54918994-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919044-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919044-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919098-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919098-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919100-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919100-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919139-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919139-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919140-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919140-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919141-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919141-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919281-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919281-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919347-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919347-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919348-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919348-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919524-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919524-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919525-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919525-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919526-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919526-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919527-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919527-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919528-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919528-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919529-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919529-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919530-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919530-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919531-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919531-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919532-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919532-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919533-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919533-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54919534-BUS12023-hbf13011-Weekday-02,note,Does not run during school vacation
54919534-BUS12023-hbf13011-Weekday-02,trip_type,supplemental
54927368-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927368-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927369-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927369-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927370-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927370-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927371-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927371-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927372-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927372-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927373-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927373-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927374-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927374-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927375-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927375-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927376-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927376-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927377-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927377-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927378-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927378-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927379-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927379-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927380-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927380-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927381-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927381-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927382-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927382-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927383-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927383-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927384-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927384-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927385-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927385-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927386-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927386-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927387-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927387-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927388-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927388-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927389-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927389-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54927390-BUS12023-hbf13l31-Saturday-02,note,Does not run during school vacation
54927390-BUS12023-hbf13l31-Saturday-02,trip_type,supplemental
54928707-BUS12023-hbg13l31-Saturday-02,note,Does not run during school vacation
54928707-BUS12023-hbg13l31-Saturday-02,trip_type,supplemental
54928708-BUS12023-hbg13l31-Saturday-02,note,Does not run during school vacation
54928708-BUS12023-hbg13l31-Saturday-02,trip_type,supplemental
54928709-BUS12023-hbg13l31-Saturday-02,note,Does not run during school vacation
54928709-BUS12023-hbg13l31-Saturday-02,trip_type,supplemental
54948156-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948156-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948157-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948157-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948158-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948158-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948159-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948159-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948160-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948160-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948161-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948161-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948162-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948162-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948163-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948163-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948164-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948164-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948165-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948165-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948166-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948166-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948167-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948167-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948168-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948168-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948169-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948169-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948170-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948170-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948171-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948171-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948172-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948172-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948173-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948173-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948174-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948174-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948175-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948175-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948176-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948176-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54948792-BUS12023-hbl13011-Weekday-02,note,Does not run during school vacation
54948792-BUS12023-hbl13011-Weekday-02,trip_type,supplemental
54985742-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985742-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985743-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985743-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985744-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985744-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985745-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985745-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985746-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985746-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985747-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985747-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985748-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985748-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985749-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985749-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985750-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985750-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985751-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985751-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985752-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985752-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985753-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985753-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985754-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985754-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985755-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985755-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985756-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985756-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985757-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985757-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985758-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985758-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985759-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985759-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985760-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985760-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985761-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985761-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985762-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985762-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54985763-BUS12023-hbl13L31-Saturday-02,note,Does not run during school vacation
54985763-BUS12023-hbl13L31-Saturday-02,trip_type,supplemental
54993947-BUS12023-hbs13011-Weekday-02,note,Does not run during school vacation
54993947-BUS12023-hbs13011-Weekday-02,trip_type,supplemental
54994080-BUS12023-hbs13011-Weekday-02,note,Does not run during school vacation
54994080-BUS12023-hbs13011-Weekday-02,trip_type,supplemental
55004205-BUS12023-hbg13011-Weekday-02,note,Does not run during school vacation
55004205-BUS12023-hbg13011-Weekday-02,trip_type,supplemental
55004206-BUS12023-hbg13011-Weekday-02,note,Does not run during school vacation
55004206-BUS12023-hbg13011-Weekday-02,trip_type,supplemental
55004293-BUS12023-hbg13011-Weekday-02,note,Does not run during school vacation
55004293-BUS12023-hbg13011-Weekday-02,trip_type,supplemental
55004400-BUS12023-hbg13011-Weekday-02,note,Does not run during school vacation
55004400-BUS12023-hbg13011-Weekday-02,trip_type,supplemental
55004476-BUS12023-hbg13011-Weekday-02,note,Does not run during school vacation
55004476-BUS12023-hbg13011-Weekday-02,trip_type,supplemental
55004477-BUS12023-hbg13011-Weekday-02,note,Does not run during school vacation
55004477-BUS12023-hbg13011-Weekday-02,trip_type,supplemental
55004529-BUS12023-hbg13011-Weekday-02,note,Does not run during school vacation
55004529-BUS12023-hbg13011-Weekday-02,trip_type,supplemental
55027953-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027953-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027954-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027954-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027955-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027955-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027956-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027956-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027957-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027957-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027958-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027958-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027959-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027959-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027960-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027960-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027961-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027961-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027962-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027962-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027963-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027963-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027964-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027964-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027965-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027965-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027966-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027966-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027967-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027967-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027968-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027968-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027969-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027969-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027970-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027970-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027971-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027971-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027972-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027972-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027973-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027973-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027974-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027974-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027975-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027975-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027976-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
55027976-BUS12023-hbb13L31-Saturday-02,trip_type,supplemental
55027977-BUS12023-hbb13L31-Saturday-02,note,Does not run during school vacation
